,non-chitinase,Chitinase,Real
3562,0.9988292,0.001170767,0
3563,0.99899167,0.001008331,0
3564,0.9999981,1.96E-06,0
3565,0.998705,0.001294982,0
3566,0.9999858,1.42E-05,0
3567,0.9990207,0.000979261,0
3568,0.99968016,0.00031988,0
3569,0.99959546,0.000404539,0
3570,0.99923635,0.000763645,0
3571,0.9961592,0.003840719,0
3572,0.9998258,0.000174215,0
3573,0.9999964,3.63E-06,0
3574,0.99794227,0.002057721,0
3575,0.99564266,0.004357379,0
3576,0.99998236,1.76E-05,0
3577,0.99994457,5.54E-05,0
3578,0.99938035,0.000619674,0
3579,0.9999684,3.16E-05,0
3580,0.9075428,0.09245722,0
3581,0.99967563,0.000324416,0
3582,0.9973615,0.002638534,0
3583,0.99842143,0.001578531,0
3584,0.9839125,0.0160875,0
3585,0.99964464,0.000355385,0
3586,0.9982659,0.001734104,0
3587,0.99998057,1.95E-05,0
3588,0.99634415,0.003655869,0
3589,0.9995509,0.000449082,0
3590,0.99620736,0.003792646,0
3591,0.98897076,0.011029262,0
3592,0.9284989,0.071501054,0
3593,0.9999969,3.08E-06,0
3594,0.9993268,0.000673221,0
3595,0.9999504,4.96E-05,0
3596,0.99567175,0.00432831,0
3597,0.9986094,0.001390569,0
3598,0.9873762,0.012623791,0
3599,0.9969903,0.003009609,0
3600,0.9999844,1.56E-05,0
3601,0.9989317,0.001068278,0
3602,0.9999857,1.43E-05,0
3603,0.999997,2.98E-06,0
3604,0.99953735,0.000462654,0
3605,0.98060405,0.019395916,0
3606,0.9999509,4.91E-05,0
3607,0.99997735,2.26E-05,0
3608,0.99764156,0.002358449,0
3609,0.9999745,2.55E-05,0
3610,0.9999877,1.23E-05,0
3611,0.9977285,0.002271504,0
3612,0.98746294,0.012537067,0
3613,0.9979803,0.002019769,0
3614,0.9999063,9.37E-05,0
3615,0.999907,9.30E-05,0
3616,0.8203752,0.17962481,0
3617,0.9944174,0.005582585,0
3618,0.98504466,0.014955289,0
3619,0.9998056,0.000194384,0
3620,0.9999764,2.36E-05,0
3621,0.9996419,0.000358082,0
3622,0.98984444,0.010155513,0
3623,0.99995553,4.45E-05,0
3624,0.9995827,0.000417322,0
3625,0.9944002,0.005599746,0
3626,0.9999845,1.54E-05,0
3627,0.9987268,0.001273257,0
3628,0.99813,0.00187004,0
3629,0.9999285,7.15E-05,0
3630,0.9950912,0.004908787,0
3631,0.9986767,0.001323225,0
3632,0.9977303,0.002269729,0
3633,0.998806,0.001193954,0
3634,0.9900085,0.009991586,0
3635,0.99742055,0.002579434,0
3636,0.999848,0.000151954,0
3637,0.998497,0.001502986,0
3638,0.9950321,0.004967951,0
3639,0.97696245,0.02303756,0
3640,0.99852777,0.001472176,0
3641,0.9632385,0.036761463,0
3642,0.99997914,2.08E-05,0
3643,0.99822325,0.001776713,0
3644,0.9991033,0.000896681,0
3645,0.99841356,0.001586458,0
3646,0.9974443,0.002555748,0
3647,0.99926835,0.000731662,0
3648,0.99256015,0.007439882,0
3649,0.99978966,0.000210321,0
3650,0.99972135,0.000278599,0
3651,0.9999882,1.18E-05,0
3652,0.9984114,0.001588531,0
3653,0.9996049,0.000395086,0
3654,0.99936527,0.00063472,0
3655,0.99053276,0.00946726,0
3656,0.99594563,0.004054414,0
3657,0.9941308,0.005869219,0
3658,0.9991685,0.000831527,0
3659,0.9995351,0.000464908,0
3660,0.9964194,0.003580605,0
3661,0.99906415,0.000935825,0
3662,0.9996902,0.000309876,0
3663,0.9999738,2.63E-05,0
3664,0.9999809,1.90E-05,0
3665,0.9798298,0.020170255,0
3666,0.99904114,0.000958775,0
3667,0.9999982,1.82E-06,0
3668,0.99816364,0.001836356,0
3669,0.9984906,0.001509459,0
3670,0.9897306,0.010269411,0
3671,0.9975683,0.002431683,0
3672,0.9999131,8.69E-05,0
3673,0.9974503,0.002549669,0
3674,0.98590624,0.014093775,0
3675,0.9740927,0.025907274,0
3676,0.999141,0.000859034,0
3677,0.99997985,2.02E-05,0
3678,0.99999774,2.25E-06,0
3679,0.99662066,0.003379272,0
3680,0.9978098,0.002190249,0
3681,0.9980794,0.001920544,0
3682,0.9967488,0.003251161,0
3683,0.999997,3.01E-06,0
3684,0.99999464,5.37E-06,0
3685,0.9776929,0.022307111,0
3686,0.98119074,0.018809218,0
3687,0.9999708,2.93E-05,0
3688,0.99964666,0.000353311,0
3689,0.9994886,0.000511402,0
3690,0.99927086,0.000729107,0
3691,0.9999254,7.46E-05,0
3692,0.99967563,0.000324383,0
3693,0.99999714,2.88E-06,0
3694,0.9999366,6.34E-05,0
3695,0.99997985,2.01E-05,0
3696,0.98828864,0.011711397,0
3697,0.9999213,7.87E-05,0
3698,0.9992962,0.000703822,0
3699,0.99971634,0.000283653,0
3700,0.9982621,0.001737962,0
3701,0.99416107,0.005838867,0
3702,0.9999198,8.03E-05,0
3703,0.9959066,0.004093383,0
3704,0.9932941,0.006705902,0
3705,0.9909136,0.009086343,0
3706,0.9975504,0.002449532,0
3707,0.99815613,0.00184385,0
3708,0.995771,0.004228946,0
3709,0.9944794,0.005520548,0
3710,0.99999523,4.71E-06,0
3711,0.99974054,0.00025943,0
3712,0.9923873,0.007612776,0
3713,0.99970335,0.000296649,0
3714,0.99508697,0.004913065,0
3715,0.9989336,0.001066362,0
3716,0.9999826,1.74E-05,0
3717,0.99422884,0.005771205,0
3718,0.99967635,0.0003237,0
3719,0.99996686,3.31E-05,0
3720,0.9948462,0.005153752,0
3721,0.994599,0.005401026,0
3722,0.9764582,0.023541823,0
3723,0.9965653,0.00343475,0
3724,0.99981385,0.00018618,0
3725,0.99998796,1.21E-05,0
3726,0.99714667,0.002853377,0
3727,0.99991333,8.66E-05,0
3728,0.999819,0.000181054,0
3729,0.99981993,0.00018006,0
3730,0.9994191,0.000580903,0
3731,0.97016454,0.029835459,0
3732,0.9973743,0.002625666,0
3733,0.9889026,0.011097297,0
3734,0.99997175,2.83E-05,0
3735,0.99952996,0.000470114,0
3736,0.99869883,0.001301084,0
3737,0.98803407,0.011965912,0
3738,0.9960044,0.003995659,0
3739,0.9998491,0.000150846,0
3740,0.9972465,0.002753513,0
3741,0.99999714,2.83E-06,0
3742,0.9976247,0.002375297,0
3743,0.9992447,0.00075538,0
3744,0.99945766,0.000542316,0
3745,0.999605,0.000394979,0
3746,0.91930497,0.08069508,0
3747,0.99878436,0.001215652,0
3748,0.9911663,0.008833684,0
3749,0.9994143,0.0005857,0
3750,0.9991493,0.00085061,0
3751,0.999479,0.000521025,0
3752,0.99170977,0.00829021,0
3753,0.9997634,0.000236562,0
3754,0.99998903,1.10E-05,0
3755,0.99999,9.96E-06,0
3756,0.99991894,8.10E-05,0
3757,0.9969795,0.003020589,0
3758,0.99124604,0.008753924,0
3759,0.99955314,0.000446796,0
3760,0.9982451,0.00175486,0
3761,0.99574417,0.004255812,0
3762,0.999501,0.000499039,0
3763,0.9972395,0.002760469,0
3764,0.998697,0.001303048,0
3765,0.98383915,0.016160885,0
3766,0.9997892,0.000210858,0
3767,0.999595,0.000405006,0
3768,0.98689204,0.013107928,0
3769,0.9999931,6.86E-06,0
3770,0.99989176,0.000108196,0
3771,0.99051076,0.009489208,0
3772,0.998689,0.001311016,0
3773,0.9867574,0.013242584,0
3774,0.9999113,8.87E-05,0
3775,0.99981445,0.0001856,0
3776,0.98986197,0.010138008,0
3777,0.9999881,1.20E-05,0
3778,0.9982815,0.00171852,0
3779,0.9996145,0.000385482,0
3780,0.9997321,0.000267934,0
3781,0.999995,5.03E-06,0
3782,0.9983552,0.001644725,0
3783,0.999997,2.94E-06,0
3784,0.99603075,0.003969177,0
3785,0.9999933,6.67E-06,0
3786,0.9998286,0.000171449,0
3787,0.99915934,0.000840675,0
3788,0.99609476,0.003905246,0
3789,0.9886624,0.011337567,0
3790,0.9933658,0.006634111,0
3791,0.9998791,0.000120847,0
3792,0.9992962,0.000703822,0
3793,0.9891481,0.010851914,0
3794,0.9933281,0.006671913,0
3795,0.9961255,0.003874549,0
3796,0.99920136,0.000798604,0
3797,0.99847895,0.001521015,0
3798,0.99594116,0.004058881,0
3799,0.9941572,0.005842844,0
3800,0.99750036,0.002499582,0
3801,0.99960154,0.00039849,0
3802,0.9888517,0.01114827,0
3803,0.9998381,0.000161802,0
3804,0.99360824,0.006391806,0
3805,0.9898037,0.010196324,0
3806,0.99766856,0.0023314,0
3807,0.9992514,0.000748563,0
3808,0.9985273,0.001472716,0
3809,0.99299157,0.007008403,0
3810,0.99128985,0.008710195,0
3811,0.98970795,0.010292074,0
3812,0.9925095,0.007490443,0
3813,0.9962035,0.003796511,0
3814,0.9997614,0.000238554,0
3815,0.99976605,0.000233974,0
3816,0.98898953,0.01101045,0
3817,0.9998259,0.000174101,0
3818,0.98730963,0.012690351,0
3819,0.97977716,0.02022286,0
3820,0.999987,1.30E-05,0
3821,0.9997563,0.000243782,0
3822,0.9994166,0.000583463,0
3823,0.99963975,0.000360263,0
3824,0.99490684,0.005093153,0
3825,0.9879754,0.012024542,0
3826,0.9919081,0.008092012,0
3827,0.998755,0.001245024,0
3828,0.9995503,0.000449738,0
3829,0.9998281,0.000171868,0
3830,0.98494023,0.015059815,0
3831,0.98982483,0.010175121,0
3832,0.9986407,0.001359302,0
3833,0.99849916,0.001500832,0
3834,0.9635306,0.03646945,0
3835,0.9796474,0.020352574,0
3836,0.9997253,0.000274712,0
3837,0.99718237,0.00281771,0
3838,0.9999927,7.22E-06,0
3839,0.98922426,0.010775709,0
3840,0.99919695,0.000803098,0
3841,0.9988689,0.001131099,0
3842,0.9995964,0.000403619,0
3843,0.9319956,0.06800445,0
3844,0.993838,0.006162039,0
3845,0.99876934,0.001230586,0
3846,0.99965847,0.00034149,0
3847,0.9999654,3.46E-05,0
3848,0.9921543,0.007845652,0
3849,0.97674483,0.023255192,0
3850,0.9997789,0.000221117,0
3851,0.9999975,2.46E-06,0
3852,0.96714115,0.03285887,0
3853,0.99988425,0.000115745,0
3854,0.9929028,0.007097218,0
3855,0.9990828,0.000917144,0
3856,0.9985928,0.001407136,0
3857,0.99944574,0.000554233,0
3858,0.99996567,3.44E-05,0
3859,0.99678195,0.003218083,0
3860,0.9996505,0.000349517,0
3861,0.99695337,0.003046563,0
3862,0.99999714,2.88E-06,0
3863,0.99660987,0.003390164,0
3864,0.9974004,0.002599558,0
3865,0.9934563,0.006543696,0
3866,0.9998634,0.000136595,0
3867,0.9999863,1.37E-05,0
3868,0.99428433,0.005715676,0
3869,0.99995387,4.61E-05,0
3870,0.9829122,0.017087817,0
3871,0.9999552,4.48E-05,0
3872,0.9983146,0.001685395,0
3873,0.934499,0.06550095,0
3874,0.9956951,0.004304874,0
3875,0.99960595,0.00039409,0
3876,0.9990363,0.000963665,0
3877,0.9937,0.006299942,0
3878,0.9595272,0.040472757,0
3879,0.99960977,0.000390231,0
3880,0.9999058,9.42E-05,0
3881,0.9924406,0.007559441,0
3882,0.9787434,0.021256628,0
3883,0.99902654,0.000973485,0
3884,0.9999957,4.24E-06,0
3885,0.99854773,0.001452294,0
3886,0.9847381,0.015261903,0
3887,0.9994956,0.000504387,0
3888,0.9999902,9.79E-06,0
3889,0.9992042,0.000795838,0
3890,0.9999645,3.55E-05,0
3891,0.99974936,0.000250689,0
3892,0.99460536,0.005394656,0
3893,0.99849343,0.00150659,0
3894,0.9978387,0.002161397,0
3895,0.99861073,0.001389247,0
3896,0.9982597,0.001740296,0
3897,0.99952424,0.000475782,0
3898,0.9911178,0.008882149,0
3899,0.9999707,2.94E-05,0
3900,0.9972499,0.002750051,0
3901,0.999984,1.60E-05,0
3902,0.99931073,0.000689232,0
3903,0.9999287,7.13E-05,0
3904,0.99906105,0.000938915,0
3905,0.9995797,0.00042031,0
3906,0.99787474,0.002125303,0
3907,0.9983941,0.001605853,0
3908,0.9999368,6.32E-05,0
3909,0.97799224,0.022007762,0
3910,0.9999143,8.57E-05,0
3911,0.9992644,0.000735625,0
3912,0.9991049,0.00089508,0
3913,0.9988136,0.001186364,0
3914,0.99990654,9.34E-05,0
3915,0.9992893,0.000710665,0
3916,0.9999846,1.54E-05,0
3917,0.9974874,0.002512553,0
3918,0.9993316,0.000668414,0
3919,0.9999969,3.08E-06,0
3920,0.9909609,0.009039036,0
3921,0.9986326,0.001367393,0
3922,0.99914,0.000859926,0
3923,0.9985049,0.001495204,0
3924,0.9987883,0.001211725,0
3925,0.99998343,1.66E-05,0
3926,0.9903376,0.009662415,0
3927,0.9979925,0.002007502,0
3928,0.6632129,0.3367871,0
3929,0.9967834,0.003216584,0
3930,0.9995846,0.000415432,0
3931,0.99996996,3.00E-05,0
3932,0.99738425,0.002615772,0
3933,0.99797565,0.002024324,0
3934,0.9934115,0.006588486,0
3935,0.9983364,0.001663602,0
3936,0.99531794,0.004682138,0
3937,0.9870324,0.012967603,0
3938,0.9999274,7.25E-05,0
3939,0.99511945,0.004880549,0
3940,0.9955611,0.00443888,0
3941,0.99993753,6.25E-05,0
3942,0.93733925,0.06266073,0
3943,0.9996667,0.000333294,0
3944,0.9999976,2.36E-06,0
3945,0.82852435,0.17147563,0
3946,0.9998716,0.000128384,0
3947,0.9994023,0.000597717,0
3948,0.9887361,0.011263875,0
3949,0.98813176,0.011868311,0
3950,0.99253947,0.007460537,0
3951,0.9888237,0.011176239,0
3952,0.99994946,5.06E-05,0
3953,0.997488,0.002512001,0
3954,0.9999664,3.36E-05,0
3955,0.99961936,0.00038066,0
3956,0.9982685,0.001731491,0
3957,0.9999943,5.66E-06,0
3958,0.9999807,1.93E-05,0
3959,0.99585813,0.004141911,0
3960,0.99999344,6.56E-06,0
3961,0.99998605,1.40E-05,0
3962,0.99981433,0.000185709,0
3963,0.9992773,0.000722701,0
3964,0.9948886,0.005111377,0
3965,0.9990558,0.000944199,0
3966,0.9531899,0.046810094,0
3967,0.98967415,0.010325847,0
3968,0.998135,0.00186498,0
3969,0.9930254,0.006974606,0
3970,0.99998176,1.82E-05,0
3971,0.99998367,1.63E-05,0
3972,0.9898948,0.010105172,0
3973,0.99997497,2.50E-05,0
3974,0.99509865,0.004901369,0
3975,0.9999001,9.99E-05,0
3976,0.99837935,0.001620672,0
3977,0.99952507,0.000474924,0
3978,0.9999863,1.37E-05,0
3979,0.9500461,0.049953885,0
3980,0.9987594,0.001240608,0
3981,0.9993273,0.000672694,0
3982,0.9999927,7.23E-06,0
3983,0.9984908,0.001509207,0
3984,0.99685234,0.003147618,0
3985,0.99997246,2.75E-05,0
3986,0.99404365,0.005956341,0
3987,0.999331,0.000669053,0
3988,0.99678767,0.003212299,0
3989,0.9606549,0.039345082,0
3990,0.9998259,0.000174117,0
3991,0.278288,0.72171193,0
3992,0.9999732,2.68E-05,0
3993,0.9998683,0.000131719,0
3994,0.9971403,0.002859695,0
3995,0.9999759,2.40E-05,0
3996,0.9951173,0.004882732,0
3997,0.99414414,0.005855848,0
3998,0.9982697,0.001730323,0
3999,0.99577457,0.00422539,0
4000,0.99999726,2.71E-06,0
4001,0.9962308,0.003769172,0
4002,0.9934511,0.006548912,0
4003,0.99862695,0.001373033,0
4004,0.99989915,0.000100818,0
4005,0.9999746,2.54E-05,0
4006,0.9886192,0.011380798,0
4007,0.99919015,0.000809864,0
4008,0.9984611,0.00153893,0
4009,0.99933547,0.000664457,0
4010,0.99961627,0.000383762,0
4011,0.9990095,0.000990454,0
4012,0.98730785,0.012692108,0
4013,0.9829716,0.017028395,0
4014,0.999987,1.30E-05,0
4015,0.9759252,0.024074843,0
4016,0.9984711,0.001528923,0
4017,0.99082595,0.009173986,0
4018,0.9953225,0.004677503,0
4019,0.9971221,0.002877858,0
4020,0.9996081,0.000391972,0
4021,0.9979693,0.002030614,0
4022,0.9877846,0.012215381,0
4023,0.9983146,0.001685395,0
4024,0.99953306,0.000466986,0
4025,0.99983823,0.000161689,0
4026,0.9989299,0.001070076,0
4027,0.9993961,0.000603899,0
4028,0.9999794,2.06E-05,0
4029,0.9979982,0.002001782,0
4030,0.9999454,5.46E-05,0
4031,0.8856267,0.114373274,0
4032,0.9941671,0.005832869,0
4033,0.99818593,0.001814098,0
4034,0.99994993,5.00E-05,0
4035,0.999252,0.000748,0
4036,0.99823123,0.001768756,0
4037,0.9950847,0.004915243,0
4038,0.9996549,0.000345158,0
4039,0.99874204,0.001257928,0
4040,0.9999232,7.67E-05,0
4041,0.999931,6.90E-05,0
4042,0.99995136,4.86E-05,0
4043,0.99452186,0.005478129,0
4044,0.90306115,0.09693884,0
4045,0.9956726,0.004327477,0
4046,0.99813014,0.001869875,0
4047,0.9999833,1.67E-05,0
4048,0.91707844,0.0829216,0
4049,0.99471104,0.005288932,0
4050,0.99093705,0.009062982,0
4051,0.9934902,0.006509775,0
4052,0.9190328,0.08096716,0
4053,0.99876094,0.001239114,0
4054,0.9999969,3.11E-06,0
4055,0.9874965,0.012503458,0
4056,0.98337144,0.016628549,0
4057,0.9994259,0.000574105,0
4058,0.99678195,0.003218083,0
4059,0.99040765,0.009592381,0
4060,0.986105,0.013894969,0
4061,0.99906033,0.000939689,0
4062,0.9947246,0.005275375,0
4063,0.9996165,0.000383422,0
4064,0.99992466,7.53E-05,0
4065,0.9999956,4.43E-06,0
4066,0.9862401,0.013759898,0
4067,0.9999434,5.67E-05,0
4068,0.99625456,0.003745465,0
4069,0.99979705,0.000203024,0
4070,0.9997297,0.00027025,0
4071,0.9951487,0.004851244,0
4072,0.9848304,0.015169561,0
4073,0.9997484,0.000251591,0
4074,0.9999559,4.41E-05,0
4075,0.99876934,0.001230586,0
4076,0.9992962,0.000703822,0
4077,0.9977458,0.002254208,0
4078,0.9896993,0.010300719,0
4079,0.99475455,0.005245494,0
4080,0.9995838,0.00041625,0
4081,0.999933,6.69E-05,0
4082,0.99994755,5.25E-05,0
4083,0.9969837,0.003016304,0
4084,0.97016734,0.029832685,0
4085,0.98538315,0.014616851,0
4086,0.9981565,0.001843499,0
4087,0.9859073,0.014092696,0
4088,0.99583554,0.004164419,0
4089,0.99981815,0.000181927,0
4090,0.9999614,3.86E-05,0
4091,0.93613505,0.06386498,0
4092,0.9999957,4.25E-06,0
4093,0.99964535,0.000354691,0
4094,0.9246339,0.0753661,0
4095,0.9871749,0.012825005,0
4096,0.99379736,0.006202565,0
4097,0.9566149,0.0433851,0
4098,0.9930402,0.006959717,0
4099,0.99999774,2.26E-06,0
4100,0.9999007,9.93E-05,0
4101,0.9970926,0.002907342,0
4102,0.99673647,0.003263556,0
4103,0.9994166,0.000583446,0
4104,0.9974496,0.002550391,0
4105,0.9887665,0.011233539,0
4106,0.9984627,0.001537378,0
4107,0.99950063,0.000499415,0
4108,0.997147,0.002852953,0
4109,0.9948043,0.005195709,0
4110,0.9994541,0.000545918,0
4111,0.99779665,0.002203322,0
4112,0.99957126,0.000428686,0
4113,0.9926763,0.007323662,0
4114,0.99981385,0.00018618,0
4115,0.9974577,0.002542371,0
4116,0.9987703,0.001229655,0
4117,0.94455975,0.055440247,0
4118,0.9999919,8.12E-06,0
4119,0.9998956,0.000104433,0
4120,0.9999765,2.35E-05,0
4121,0.98876345,0.011236495,0
4122,0.9986053,0.001394746,0
4123,0.9993193,0.000680664,0
4124,0.9979511,0.002048982,0
4125,0.989908,0.010091954,0
4126,0.99707675,0.002923273,0
4127,0.9922112,0.007788746,0
4128,0.9995047,0.000495329,0
4129,0.9930402,0.006959717,0
4130,0.9980806,0.001919382,0
4131,0.9886861,0.011313941,0
4132,0.9949285,0.005071484,0
4133,0.99987364,0.000126376,0
4134,0.99894434,0.001055672,0
4135,0.999974,2.60E-05,0
4136,0.99991035,8.96E-05,0
4137,0.9984628,0.001537261,0
4138,0.9871099,0.012890151,0
4139,0.99995387,4.61E-05,0
4140,0.99992895,7.11E-05,0
4141,0.9968556,0.003144353,0
4142,0.98322636,0.016773665,0
4143,0.99959415,0.000405917,0
4144,0.9989773,0.001022705,0
4145,0.994241,0.005759073,0
4146,0.99999607,3.92E-06,0
4147,0.9887388,0.011261264,0
4148,0.9987716,0.001228313,0
4149,0.99930954,0.000690441,0
4150,0.99941754,0.000582498,0
4151,0.99724495,0.002755066,0
4152,0.9860822,0.013917782,0
4153,0.99733126,0.002668761,0
4154,0.9982217,0.001778259,0
4155,0.999995,5.03E-06,0
4156,0.9920048,0.007995193,0
4157,0.999982,1.80E-05,0
4158,0.9989158,0.001084196,0
4159,0.9999927,7.23E-06,0
4160,0.9980008,0.001999168,0
4161,0.9982564,0.001743565,0
4162,0.99984264,0.000157279,0
4163,0.9953452,0.004654756,0
4164,0.99599504,0.004004947,0
4165,0.99915516,0.000844876,0
4166,0.9987791,0.001220858,0
4167,0.99998546,1.45E-05,0
4168,0.99999714,2.86E-06,0
4169,0.99988925,0.000110791,0
4170,0.9999027,9.73E-05,0
4171,0.9969574,0.003042544,0
4172,0.9999255,7.45E-05,0
4173,0.98671186,0.013288148,0
4174,0.99982977,0.00017016,0
4175,0.99666256,0.003337439,0
4176,0.99847203,0.001527994,0
4177,0.9998615,0.000138548,0
4178,0.9985203,0.001479736,0
4179,0.9999546,4.55E-05,0
4180,0.91549337,0.084506616,0
4181,0.99450654,0.005493483,0
4182,0.99552083,0.004479143,0
4183,0.9995159,0.000484056,0
4184,0.9998604,0.000139623,0
4185,0.9993432,0.000656803,0
4186,0.93100363,0.06899639,0
4187,0.9995478,0.000452243,0
4188,0.9990928,0.000907235,0
4189,0.99997103,2.90E-05,0
4190,0.99594057,0.004059513,0
4191,0.99981433,0.000185744,0
4192,0.99783593,0.002164078,0
4193,0.99991083,8.91E-05,0
4194,0.9999875,1.25E-05,0
4195,0.99988127,0.000118723,0
4196,0.9967372,0.003262794,0
4197,0.9993482,0.000651748,0
4198,0.99974877,0.000251265,0
4199,0.9995297,0.000470272,0
4200,0.99925417,0.000745863,0
4201,0.99993443,6.56E-05,0
4202,0.99738425,0.002615772,0
4203,0.9908935,0.009106526,0
4204,0.9998661,0.000133873,0
4205,0.9983455,0.001654499,0
4206,0.95230836,0.047691632,0
4207,0.99921,0.000789916,0
4208,0.99933654,0.000663421,0
4209,0.99110234,0.008897673,0
4210,0.97594315,0.02405689,0
4211,0.99786925,0.002130734,0
4212,0.9996146,0.000385406,0
4213,0.9853812,0.01461878,0
4214,0.9999802,1.98E-05,0
4215,0.99985087,0.000149069,0
4216,0.99883693,0.001163053,0
4217,0.96977454,0.030225417,0
4218,0.99999154,8.47E-06,0
4219,0.9995752,0.000424823,0
4220,0.9999958,4.13E-06,0
4221,0.9995222,0.000477788,0
4222,0.9999982,1.75E-06,0
4223,0.99955493,0.000445018,0
4224,0.9982886,0.00171136,0
4225,0.9995377,0.000462368,0
4226,0.9954627,0.004537277,0
4227,0.9997309,0.00026916,0
4228,0.9984024,0.001597538,0
4229,0.9993506,0.000649415,0
4230,0.991827,0.00817298,0
4231,0.9999858,1.41E-05,0
4232,0.99490356,0.005096471,0
4233,0.99994004,6.00E-05,0
4234,0.9998568,0.00014314,0
4235,0.9827634,0.017236607,0
4236,0.9992962,0.000703822,0
4237,0.9998505,0.0001495,0
4238,0.99965656,0.000343426,0
4239,0.99632853,0.003671455,0
4240,0.9905567,0.009443264,0
4241,0.999944,5.61E-05,0
4242,0.99983406,0.000165891,0
4243,0.98897284,0.011027203,0
4244,0.99703574,0.002964249,0
4245,0.98997915,0.010020924,0
4246,0.9959927,0.004007353,0
4247,0.9999076,9.24E-05,0
4248,0.99998987,1.01E-05,0
4249,0.9997002,0.000299846,0
4250,0.9999747,2.53E-05,0
4251,0.9987295,0.00127046,0
4252,0.9998099,0.000190116,0
4253,0.9979054,0.002094648,0
4254,0.99996233,3.77E-05,0
4255,0.99998033,1.96E-05,0
4256,0.9978859,0.002114142,0
4257,0.99929094,0.000709046,0
4258,0.99577266,0.004227318,0
4259,0.9950321,0.004967951,0
4260,0.99996173,3.82E-05,0
4261,0.9854807,0.01451923,0
4262,0.9998242,0.000175831,0
4263,0.9999949,5.18E-06,0
4264,0.9999863,1.38E-05,0
4265,0.8346082,0.16539177,0
4266,0.99991655,8.35E-05,0
4267,0.9932452,0.006754891,0
4268,0.60108244,0.39891756,0
4269,0.99841595,0.001584009,0
4270,0.9949374,0.005062606,0
4271,0.9998821,0.000117883,0
4272,0.99592674,0.004073325,0
4273,0.9999975,2.49E-06,0
4274,0.9986059,0.001394169,0
4275,0.99892884,0.001071146,0
4276,0.9999263,7.37E-05,0
4277,0.99992514,7.49E-05,0
4278,0.99982566,0.00017442,0
4279,0.99962354,0.000376387,0
4280,0.9983631,0.001636948,0
4281,0.981382,0.01861803,0
4282,0.9985838,0.001416217,0
4283,0.99205136,0.00794856,0
4284,0.999979,2.10E-05,0
4285,0.99020094,0.009799059,0
4286,0.9927078,0.007292253,0
4287,0.99928254,0.000717523,0
4288,0.9986551,0.001344849,0
4289,0.99759966,0.002400317,0
4290,0.9999685,3.15E-05,0
4291,0.99637717,0.003622787,0
4292,0.99968195,0.000318118,0
4293,0.9142606,0.08573944,0
4294,0.99999285,7.13E-06,0
4295,0.99498147,0.005018602,0
4296,0.9999914,8.61E-06,0
4297,0.99999785,2.20E-06,0
4298,0.9987675,0.001232538,0
4299,0.99422604,0.005773999,0
4300,0.9998394,0.00016052,0
4301,0.99680126,0.003198789,0
4302,0.9986274,0.001372566,0
4303,0.9993974,0.000602552,0
4304,0.99816775,0.001832189,0
4305,0.9967355,0.003264478,0
4306,0.9952089,0.004791082,0
4307,0.99988353,0.000116399,0
4308,0.99767154,0.00232842,0
4309,0.9975606,0.002439421,0
4310,0.9992945,0.000705515,0
4311,0.98274475,0.017255284,0
4312,0.99797565,0.002024324,0
4313,0.9999969,3.12E-06,0
4314,0.99950397,0.000495986,0
4315,0.99786997,0.002130031,0
4316,0.9999727,2.72E-05,0
4317,0.99999607,3.95E-06,0
4318,0.9943674,0.005632521,0
4319,0.99461347,0.005386511,0
4320,0.99874616,0.001253865,0
4321,0.99977106,0.000228936,0
4322,0.9999914,8.58E-06,0
4323,0.94013673,0.059863236,0
4324,0.9805659,0.019434063,0
4325,0.99703574,0.002964249,0
4326,0.99957937,0.000420579,0
4327,0.99998283,1.72E-05,0
4328,0.97561944,0.024380583,0
4329,0.99893314,0.001066806,0
4330,0.99034107,0.009658889,0
4331,0.99279,0.007210017,0
4332,0.9983992,0.001600796,0
4333,0.93060607,0.06939393,0
4334,0.9991793,0.000820728,0
4335,0.99264926,0.007350675,0
4336,0.99306494,0.006935031,0
4337,0.99998176,1.82E-05,0
4338,0.9998728,0.000127123,0
4339,0.99854255,0.001457511,0
4340,0.9999571,4.29E-05,0
4341,0.99974936,0.000250607,0
4342,0.9999931,6.97E-06,0
4343,0.99996257,3.75E-05,0
4344,0.9999685,3.15E-05,0
4345,0.9972747,0.002725308,0
4346,0.996545,0.003455027,0
4347,0.9961844,0.003815561,0
4348,0.99693537,0.003064664,0
4349,0.9988864,0.001113639,0
4350,0.99965024,0.000349811,0
4351,0.99999464,5.33E-06,0
4352,0.99977046,0.000229494,0
4353,0.9999194,8.06E-05,0
4354,0.98871315,0.011286914,0
4355,0.994733,0.005267032,0
4356,0.99998164,1.84E-05,0
4357,0.9017021,0.098297894,0
4358,0.9999467,5.33E-05,0
4359,0.9976326,0.002367396,0
4360,0.9974865,0.002513535,0
4361,0.9905601,0.009439856,0
4362,0.9996835,0.000316548,0
4363,0.9991165,0.000883555,0
4364,0.99950016,0.000499803,0
4365,0.998697,0.001303048,0
4366,0.9975624,0.002437606,0
4367,0.9999242,7.58E-05,0
4368,0.99927074,0.000729277,0
4369,0.99337995,0.006620054,0
4370,0.99487287,0.00512706,0
4371,0.99928695,0.000713037,0
4372,0.9676408,0.032359138,0
4373,0.99881136,0.001188682,0
4374,0.9953133,0.004686687,0
4375,0.95068234,0.04931762,0
4376,0.99183613,0.008163843,0
